Store,Country,Region,Date,Item,Salesperson,List Price,Actual Price,Discount %,,,,
Shanghai,China,APAC,11/12/2018,Dishwasher,Glenys Raymond,500,475,5.00%,,,,
Madria,Spain,EMEA,11/16/2016,Microwave,Roy Lloyd,80,68,15.00%,,,,
Bucharest,Romania,EMEA,8/19/2015,Oven,Dell Lockwood,500,500,0.00%,,,,
Vienna,Austria,EMEA,3/2/2014,Vacuum Cleaner,Baljinder Anderson,250,243,2.80%,,,,
Sao Paolo,Brazil,Americas,4/23/2016,Refrigerator,Stephen Smith,1000,500,50.00%,,,,
Mexico City,Mexico,Americas,9/12/2018,Refrigerator,Catherine Rahman,1000,700,30.00%,,,,
Dubai,UAE,EMEA,4/28/2018,Microwave,Marie Whitfield,80,58,27.50%,,,,
Amsterdam,Netherlands,EMEA,3/14/2015,Washing Machine,Christopher Hurren,800,664,17.00%,,,,
London,UK,EMEA,2/11/2014,Coffee grinder,Claire Brooks,70,69,1.43%,,,,
Tijuana,Mexico,Americas,11/11/2014,Blender,Stephen Carlin,50,50,0.00%,,,,
Kuala Lumpur,Malaysia,APAC,2/19/2014,Microwave,Ian Baker,80,75,6.25%,,,,
Moscow,Russia,EMEA,5/20/2017,Microwave,Diane Batty,80,76,5.00%,,,,
Bangalore,India,APAC,5/19/2015,Vacuum Cleaner,Stuart Hunter,250,190,24.00%,,,,
Madria,Spain,EMEA,1/2/2017,Refrigerator,Catherine Gagg,1000,650,35.00%,,,,
Shanghai,China,APAC,12/8/2015,Microwave,Wolf Christian,80,58,27.50%,,,,
Shenzhen,China,APAC,1/3/2014,Vacuum Cleaner,Keith Drage,250,235,6.00%,,,,
Dublin,Ireland,EMEA,3/23/2016,Dishwasher,Andrew Phillips,500,440,12.00%,,,,
Berlin,Germany,EMEA,10/21/2017,Blender,Kate Pearce,50,46,8.00%,,,,
San Fransisco,USA,Americas,6/7/2018,Coffee grinder,Patricia Sewell,70,63,10.00%,,,,
Buenos Aires,Argentina,Americas,3/14/2018,Ceiling fan,Naeem Perry,150,128,14.67%,,,,
Bangkok,Thailand,APAC,12/11/2016,Ceiling fan,Nicole Marshall,150,150,0.00%,,,,
Moscow,Russia,EMEA,2/12/2017,Dishwasher,Zulfiqar Mirza,500,485,3.00%,,,,
Athens,Greece,EMEA,5/26/2017,Vacuum Cleaner,Sarah Chadwick,250,230,8.00%,,,,
Birmingham,UK,EMEA,9/30/2016,Coffee grinder,Philip Collins,70,62,11.43%,,,,
Bangkok,Thailand,APAC,7/8/2017,Air conditioner,Jonathan Pereira,700,665,5.00%,,,,
Kansas City,USA,Americas,10/30/2017,Toaster,Nick Gee,50,50,0.00%,,,,
Dublin,Ireland,EMEA,6/5/2014,Microwave,Robert Harris,80,56,30.00%,,,,
Prague,Czech Republic,EMEA,6/30/2018,Coffee grinder,Stephen Nolan,70,65,7.14%,,,,
Santiago,Chile,Americas,5/18/2016,Toaster,Karen Hopewell,50,43,14.00%,,,,
Delhi,India,APAC,10/11/2015,Ceiling fan,Roger Silvester,150,126,16.00%,,,,
Shanghai,China,APAC,1/31/2015,Dishwasher,Paul Power,500,360,28.00%,,,,
Buenos Aires,Argentina,Americas,9/9/2016,Microwave,Nicola Nathan,80,71,11.25%,,,,
Kansas City,USA,Americas,1/15/2014,Iron,Robert Arnold,30,29,3.33%,,,,
Warsaw,Poland,EMEA,12/29/2016,Vacuum Cleaner,Alexandra Wright,250,248,0.80%,,,,
Tokyo,Japan,APAC,10/21/2018,Iron,Nicholas Goude,30,27,10.00%,,,,
Paris,France,EMEA,8/1/2017,Coffee grinder,Rory Bullion,70,66,5.71%,,,,
Toronto,Canada,Americas,9/22/2014,Toaster,David Shiner,50,50,0.00%,,,,
Rome,Italy,EMEA,5/10/2015,Refrigerator,Michael Toy,1000,690,31.00%,,,,
Kansas City,USA,Americas,5/25/2017,Ceiling fan,Ronnette Stocks,150,150,0.00%,,,,
Bangalore,India,APAC,8/11/2015,Air conditioner,Paul Rule,700,560,20.00%,,,,
Mexico City,Mexico,Americas,3/18/2014,Oven,Malcolm Griffith,500,495,1.00%,,,,
Chicago,USA,Americas,1/16/2015,Iron,Amelia Scott,30,30,0.00%,,,,
Sydney,Australia,APAC,12/1/2015,Ceiling fan,Armand Ahmed,150,132,12.00%,,,,
Lima,Peru,Americas,12/12/2014,Dishwasher,Cheryl Glover,500,425,15.00%,,,,
Dubai,UAE,EMEA,12/6/2017,Refrigerator,George Smith,1000,790,21.00%,,,,
Istanbul,Turkey,EMEA,6/14/2016,Refrigerator,David Philp,1000,980,2.00%,,,,
Tel Aviv,Israel,EMEA,4/8/2015,Dishwasher,Maureen Reynolds,500,345,31.00%,,,,
Istanbul,Turkey,EMEA,10/25/2016,Blender,Mark Sayer,50,44,12.00%,,,,
Mexico City,Mexico,Americas,1/30/2018,Blender,Malcolm Griffith,50,43,14.00%,,,,
Kuala Lumpur,Malaysia,APAC,4/11/2018,Iron,Harold Lunn,30,29,3.33%,,,,
Kuala Lumpur,Malaysia,APAC,6/30/2017,Iron,Rachel Oliver,30,29,3.33%,,,,
Chicago,USA,Americas,9/7/2016,Air conditioner,Heather McGill,700,700,0.00%,,,,
London,UK,EMEA,2/9/2015,Vacuum Cleaner,William Cruse,250,238,4.80%,,,,
Riyadh,Saudi Arabia,EMEA,1/19/2017,Dishwasher,David Adams,500,485,3.00%,,,,
New York,USA,Americas,5/26/2014,Washing Machine,Simon Hirst,800,456,43.00%,,,,
Seattle,USA,Americas,8/10/2017,Coffee grinder,Lesleyann Pope,70,66,5.71%,,,,
London,UK,EMEA,7/11/2014,Iron,James Neville,30,30,0.00%,,,,
Seoul,South Korea,APAC,11/12/2016,Iron,Steven Wood,30,29,3.33%,,,,
Paris,France,EMEA,7/2/2015,Coffee grinder,Darren Webb,70,62,11.43%,,,,
Kansas City,USA,Americas,7/3/2015,Oven,Nick Gee,500,500,0.00%,,,,
Toronto,Canada,Americas,7/1/2016,Blender,Alison Storey,50,45,10.00%,,,,
Madria,Spain,EMEA,3/16/2018,Air conditioner,Martin Mishra,700,623,11.00%,,,,
Delhi,India,APAC,8/21/2017,Oven,Gillian Harris,500,490,2.00%,,,,
Prague,Czech Republic,EMEA,6/14/2017,Blender,Edward Khan,50,22,56.00%,,,,
Bogota,Columbia,Americas,6/8/2018,Ceiling fan,Philip Mishra,150,129,14.00%,,,,
Birmingham,UK,EMEA,8/5/2014,Microwave,Philip Collins,80,78,2.50%,,,,
Berlin,Germany,EMEA,5/28/2014,Vacuum Cleaner,Kate Pearce,250,208,16.80%,,,,
Capetown,South Africa,EMEA,5/23/2015,Blender,Marcus Jacob,50,37,26.00%,,,,
Santiago,Chile,Americas,1/1/2015,Ceiling fan,Bruce McPhee,150,143,4.67%,,,,
Toronto,Canada,Americas,5/14/2017,Blender,Nick Blacklock,50,46,8.00%,,,,
Bogota,Columbia,Americas,10/24/2015,Iron,Margaret Buck,30,29,3.33%,,,,
Kuala Lumpur,Malaysia,APAC,8/30/2018,Blender,Valerie Hook,50,44,12.00%,,,,
Athens,Greece,EMEA,9/12/2017,Iron,Olivia Reynolds,30,29,3.33%,,,,
Paris,France,EMEA,4/10/2014,Washing Machine,Joanne Sayer,800,720,10.00%,,,,
Bogota,Columbia,Americas,5/10/2014,Dishwasher,Sandra Rew,500,430,14.00%,,,,
Madria,Spain,EMEA,4/4/2017,Iron,Penelope Freeland,30,29,3.33%,,,,
Warsaw,Poland,EMEA,1/26/2014,Coffee grinder,Alexandra Wright,70,53,24.29%,,,,
Seattle,USA,Americas,10/4/2014,Blender,Kevin Styles,50,41,18.00%,,,,
Chicago,USA,Americas,10/28/2016,Washing Machine,Richard Hughes,800,600,25.00%,,,,
Riyadh,Saudi Arabia,EMEA,9/9/2016,Ceiling fan,Lloyd Barr,150,143,4.67%,,,,
Tokyo,Japan,APAC,7/25/2017,Dishwasher,Basil Bell,500,480,4.00%,,,,
Birmingham,UK,EMEA,5/14/2018,Oven,Robert Stocks,500,495,1.00%,,,,
Bucharest,Romania,EMEA,6/27/2014,Ceiling fan,Bruce Neville,150,147,2.00%,,,,
Berlin,Germany,EMEA,12/11/2016,Blender,John Gunter,50,49,2.00%,,,,
Warsaw,Poland,EMEA,10/13/2016,Microwave,Valerie Brown,80,69,13.75%,,,,
Athens,Greece,EMEA,2/28/2016,Iron,Martin Timmins,30,26,13.33%,,,,
Paris,France,EMEA,1/24/2016,Washing Machine,Philip Tubbs,800,592,26.00%,,,,
Shenzhen,China,APAC,5/1/2014,Air conditioner,Alastair Mills,700,560,20.00%,,,,
Bogota,Columbia,Americas,9/25/2018,Blender,Russell Thorley,50,45,10.00%,,,,
Ho Chi Minh City,Vietnam,APAC,3/4/2015,Coffee grinder,Frank Sewell,70,67,4.29%,,,,
Tokyo,Japan,APAC,9/7/2016,Vacuum Cleaner,Alexander Uddin,250,240,4.00%,,,,
Lima,Peru,Americas,9/29/2016,Toaster,Rachel Howard,50,46,8.00%,,,,
Rome,Italy,EMEA,12/2/2018,Vacuum Cleaner,Steven Bell,250,240,4.00%,,,,
Bogota,Columbia,Americas,1/1/2015,Vacuum Cleaner,Ronald Curtis,250,220,12.00%,,,,
Tel Aviv,Israel,EMEA,9/18/2015,Toaster,Rebecca Delo,50,34,32.00%,,,,
Sao Paolo,Brazil,Americas,12/13/2017,Oven,Elizabeth Holloway,500,490,2.00%,,,,
Bangalore,India,APAC,12/1/2017,Washing Machine,Stuart Sykes,800,608,24.00%,,,,
Seattle,USA,Americas,10/24/2018,Iron,Harold Green,30,29,3.33%,,,,
Toronto,Canada,Americas,12/25/2017,Vacuum Cleaner,Robin Hall,250,235,6.00%,,,,
Amsterdam,Netherlands,EMEA,6/11/2017,Dishwasher,Allyson Rush,500,465,7.00%,,,,
Buenos Aires,Argentina,Americas,10/9/2016,Ceiling fan,Stuart Brown,150,140,6.67%,,,,
Buenos Aires,Argentina,Americas,10/6/2017,Air conditioner,Kevin Curtis,700,658,6.00%,,,,
Sao Paolo,Brazil,Americas,6/1/2014,Refrigerator,Stephen Smith,1000,600,40.00%,,,,
Mexico City,Mexico,Americas,8/21/2014,Blender,Phillip Clarke,50,44,12.00%,,,,
Kansas City,USA,Americas,5/21/2016,Washing Machine,Douglas Davies,800,544,32.00%,,,,
New York,USA,Americas,11/28/2017,Coffee grinder,Matthew Crowe,70,68,2.86%,,,,
Seoul,South Korea,APAC,7/8/2015,Toaster,Roger Scott,50,50,0.00%,,,,
Vienna,Austria,EMEA,3/2/2018,Ceiling fan,Jesus Timmins,150,135,10.00%,,,,
London,UK,EMEA,1/23/2018,Blender,Ian Borowski,50,50,0.00%,,,,
Delhi,India,APAC,12/9/2015,Toaster,Noel Burn,50,33,34.00%,,,,
Kuala Lumpur,Malaysia,APAC,9/30/2017,Toaster,Stephen MacGregor,50,46,8.00%,,,,
Prague,Czech Republic,EMEA,11/24/2014,Dishwasher,Christopher Martin,500,370,26.00%,,,,
Kuala Lumpur,Malaysia,APAC,3/3/2015,Air conditioner,Valerie Hook,700,448,36.00%,,,,
Bangalore,India,APAC,12/27/2017,Toaster,Johanna Mirza,50,48,4.00%,,,,
Bogota,Columbia,Americas,3/19/2018,Oven,Russell Thorley,500,490,2.00%,,,,
Moscow,Russia,EMEA,5/30/2017,Blender,May Wilmot,50,49,2.00%,,,,
Seoul,South Korea,APAC,10/29/2017,Washing Machine,Steven Wood,800,616,23.00%,,,,
Lima,Peru,Americas,1/14/2018,Toaster,Christopher Cresswell,50,46,8.00%,,,,
New York,USA,Americas,11/9/2015,Microwave,Ian Coates,80,70,12.50%,,,,
Athens,Greece,EMEA,11/13/2016,Dishwasher,Denise Harris,500,490,2.00%,,,,
Athens,Greece,EMEA,9/9/2014,Vacuum Cleaner,Aidan Perrott,250,190,24.00%,,,,
Capetown,South Africa,EMEA,10/25/2018,Microwave,Helen Cooke,80,68,15.00%,,,,
Kuala Lumpur,Malaysia,APAC,7/13/2016,Toaster,Anthony Green,50,46,8.00%,,,,
Vienna,Austria,EMEA,1/28/2014,Air conditioner,Lisa Pepper,700,574,18.00%,,,,
Kuala Lumpur,Malaysia,APAC,4/14/2017,Microwave,Stephen MacGregor,80,74,7.50%,,,,
Tijuana,Mexico,Americas,1/12/2018,Blender,Stephen Carlin,50,44,12.00%,,,,
Seoul,South Korea,APAC,8/3/2017,Iron,Steven Wood,30,30,0.00%,,,,
Prague,Czech Republic,EMEA,7/18/2017,Oven,Maureen Haymes,500,500,0.00%,,,,
New York,USA,Americas,3/25/2014,Toaster,Robert Salisbury,50,47,6.00%,,,,
Tel Aviv,Israel,EMEA,4/28/2017,Toaster,Richard McGrath,50,46,8.00%,,,,
Kansas City,USA,Americas,10/19/2016,Toaster,Kirsty Amos,50,44,12.00%,,,,
Sao Paolo,Brazil,Americas,9/2/2014,Dishwasher,Zoe Munday,500,355,29.00%,,,,
Kansas City,USA,Americas,1/24/2018,Dishwasher,Christina Pedley,500,495,1.00%,,,,
Buenos Aires,Argentina,Americas,10/26/2015,Microwave,Ian Grant,80,61,23.75%,,,,
Prague,Czech Republic,EMEA,11/20/2018,Oven,David Stewart,500,495,1.00%,,,,
Riyadh,Saudi Arabia,EMEA,11/30/2018,Blender,Gillian Crawley,50,48,4.00%,,,,
Amsterdam,Netherlands,EMEA,3/29/2018,Washing Machine,Christopher Hurren,800,520,35.00%,,,,
Kuala Lumpur,Malaysia,APAC,8/15/2014,Oven,Rachel Oliver,500,490,2.00%,,,,
Tijuana,Mexico,Americas,7/16/2017,Air conditioner,Gillian Allnutt,700,637,9.00%,,,,
Vienna,Austria,EMEA,6/22/2014,Vacuum Cleaner,Noel Hardy,250,203,18.80%,,,,
Tel Aviv,Israel,EMEA,12/18/2018,Dishwasher,Thomas Gordon,500,500,0.00%,,,,
Rome,Italy,EMEA,2/18/2015,Iron,Andrew Hirst,30,20,33.33%,,,,
Seattle,USA,Americas,4/2/2016,Oven,Kevin Styles,500,500,0.00%,,,,
Guangzhou,China,APAC,5/13/2015,Refrigerator,Helen Watt,1000,910,9.00%,,,,
Warsaw,Poland,EMEA,3/30/2016,Refrigerator,Robert Brook,1000,960,4.00%,,,,
Kuala Lumpur,Malaysia,APAC,7/2/2014,Refrigerator,Harold Lunn,1000,540,46.00%,,,,
San Fransisco,USA,Americas,4/7/2018,Toaster,Gary Acheampong,50,49,2.00%,,,,
Prague,Czech Republic,EMEA,7/20/2017,Toaster,Stephen Nolan,50,47,6.00%,,,,
Riyadh,Saudi Arabia,EMEA,3/13/2015,Air conditioner,Heather Murray,700,511,27.00%,,,,
Vienna,Austria,EMEA,10/13/2018,Washing Machine,Baljinder Anderson,800,688,14.00%,,,,
Birmingham,UK,EMEA,8/4/2018,Washing Machine,Johanna Collins,800,648,19.00%,,,,
Dublin,Ireland,EMEA,5/29/2017,Iron,Emma Gibbons,30,30,0.00%,,,,
Buenos Aires,Argentina,Americas,9/26/2014,Vacuum Cleaner,Abdul Heywood,250,230,8.00%,,,,
Toronto,Canada,Americas,11/24/2018,Blender,Nick Blacklock,50,47,6.00%,,,,
Vienna,Austria,EMEA,5/23/2015,Iron,Daniel Henderson,30,25,16.67%,,,,
Dublin,Ireland,EMEA,10/14/2017,Coffee grinder,Emma Gibbons,70,67,4.29%,,,,
Warsaw,Poland,EMEA,5/30/2018,Refrigerator,James Lam,1000,940,6.00%,,,,
Los Angeles,USA,Americas,10/24/2015,Dishwasher,Anthony Procter,500,480,4.00%,,,,
Prague,Czech Republic,EMEA,1/26/2018,Coffee grinder,Stephen Nolan,70,68,2.86%,,,,
Capetown,South Africa,EMEA,6/15/2018,Ceiling fan,Helen Cooke,150,147,2.00%,,,,
Warsaw,Poland,EMEA,6/29/2017,Microwave,David Grey,80,74,7.50%,,,,
New York,USA,Americas,7/29/2016,Oven,Sarah Houghton,500,490,2.00%,,,,
Bogota,Columbia,Americas,5/19/2016,Oven,Alison Lazar,500,490,2.00%,,,,
Seoul,South Korea,APAC,4/2/2014,Coffee grinder,Martin Birch,70,70,0.00%,,,,
Athens,Greece,EMEA,11/29/2014,Oven,Charles Ali,500,500,0.00%,,,,
Ho Chi Minh City,Vietnam,APAC,10/28/2015,Air conditioner,Michael Bell,700,630,10.00%,,,,
Prague,Czech Republic,EMEA,6/15/2015,Toaster,Nick Denny,50,48,4.00%,,,,
Madria,Spain,EMEA,10/29/2018,Washing Machine,Paul Long,800,736,8.00%,,,,
Berlin,Germany,EMEA,3/25/2017,Washing Machine,John Gunter,800,784,2.00%,,,,
Rome,Italy,EMEA,6/26/2017,Vacuum Cleaner,Golam Reid,250,230,8.00%,,,,
Shenzhen,China,APAC,11/1/2016,Coffee grinder,Russell Reynolds,70,62,11.43%,,,,
Sao Paolo,Brazil,Americas,7/27/2014,Vacuum Cleaner,Cheryl Tubbs,250,193,22.80%,,,,
Ho Chi Minh City,Vietnam,APAC,3/13/2015,Oven,Michael Rodgers,500,495,1.00%,,,,
Rome,Italy,EMEA,9/1/2014,Washing Machine,Steven Bell,800,784,2.00%,,,,
Bogota,Columbia,Americas,12/16/2014,Microwave,Margaret Buck,80,60,25.00%,,,,
Berlin,Germany,EMEA,11/24/2017,Vacuum Cleaner,David Townsend,250,235,6.00%,,,,
Tel Aviv,Israel,EMEA,12/26/2015,Vacuum Cleaner,Steven Green,250,228,8.80%,,,,
Paris,France,EMEA,2/25/2016,Microwave,Rory Bullion,80,68,15.00%,,,,
Berlin,Germany,EMEA,6/17/2015,Coffee grinder,John Gunter,70,64,8.57%,,,,
Moscow,Russia,EMEA,2/7/2015,Washing Machine,Zulfiqar Mirza,800,576,28.00%,,,,
London,UK,EMEA,7/1/2017,Toaster,Nicola Williams,50,48,4.00%,,,,
Bucharest,Romania,EMEA,9/25/2014,Vacuum Cleaner,Constance Tidey,250,248,0.80%,,,,
Bangalore,India,APAC,12/1/2015,Air conditioner,Stuart Sykes,700,567,19.00%,,,,
Delhi,India,APAC,6/5/2017,Washing Machine,David Johnson,800,472,41.00%,,,,
Kuala Lumpur,Malaysia,APAC,6/16/2015,Air conditioner,Rachel Oliver,700,595,15.00%,,,,
Seoul,South Korea,APAC,3/19/2016,Iron,Steven Wood,30,29,3.33%,,,,
Prague,Czech Republic,EMEA,11/27/2014,Blender,Rachel Blane,50,36,28.00%,,,,
Birmingham,UK,EMEA,1/18/2015,Toaster,Susan Reay,50,31,38.00%,,,,
Jerusalem,Israel,EMEA,8/2/2016,Coffee grinder,William Collins,70,68,2.86%,,,,
New York,USA,Americas,9/16/2017,Air conditioner,Sarah Houghton,700,672,4.00%,,,,
Guangzhou,China,APAC,11/24/2016,Vacuum Cleaner,Abdul Amos,250,240,4.00%,,,,
Capetown,South Africa,EMEA,9/30/2018,Washing Machine,Margaret Philp,800,696,13.00%,,,,
Ho Chi Minh City,Vietnam,APAC,11/12/2018,Air conditioner,Rosemary Aziz,700,602,14.00%,,,,
Madria,Spain,EMEA,2/18/2016,Toaster,Howard Jones,50,43,14.00%,,,,
Sao Paolo,Brazil,Americas,4/26/2015,Coffee grinder,Elizabeth Holloway,70,42,40.00%,,,,
Dublin,Ireland,EMEA,7/1/2014,Iron,Emma Gibbons,30,30,0.00%,,,,
Cairo,Egypt,EMEA,1/26/2018,Air conditioner,Valerie Pereira,700,623,11.00%,,,,
Bangalore,India,APAC,4/28/2016,Microwave,Paul Benton,80,76,5.00%,,,,
Tijuana,Mexico,Americas,3/14/2015,Coffee grinder,Richard Foy,70,45,35.71%,,,,
Guangzhou,China,APAC,6/15/2015,Washing Machine,Abdul Amos,800,720,10.00%,,,,
Los Angeles,USA,Americas,6/18/2016,Coffee grinder,Christopher Kitching,70,63,10.00%,,,,
London,UK,EMEA,1/7/2017,Ceiling fan,William Cruse,150,150,0.00%,,,,
Jerusalem,Israel,EMEA,10/10/2015,Oven,Barbara Scott,500,490,2.00%,,,,
Bucharest,Romania,EMEA,10/12/2016,Dishwasher,Charles Jago,500,500,0.00%,,,,
Bangalore,India,APAC,8/22/2017,Vacuum Cleaner,Stuart Hunter,250,225,10.00%,,,,
Guangzhou,China,APAC,10/3/2015,Toaster,Glenys Wright,50,43,14.00%,,,,
Amsterdam,Netherlands,EMEA,5/9/2017,Blender,Allyson Rush,50,47,6.00%,,,,
Shanghai,China,APAC,7/22/2015,Refrigerator,Denise Docherty,1000,870,13.00%,,,,
Sydney,Australia,APAC,6/15/2017,Washing Machine,Christine Davies,800,456,43.00%,,,,
Delhi,India,APAC,6/27/2015,Air conditioner,Roger Silvester,700,525,25.00%,,,,
Bangalore,India,APAC,8/28/2017,Coffee grinder,Paul Rule,70,63,10.00%,,,,
Kansas City,USA,Americas,3/17/2014,Iron,Nicola Wright,30,26,13.33%,,,,
Chicago,USA,Americas,5/7/2014,Dishwasher,Heather McGill,500,500,0.00%,,,,
Dublin,Ireland,EMEA,7/6/2018,Iron,John Curtis,30,29,3.33%,,,,
Kansas City,USA,Americas,5/2/2014,Iron,Christina Pedley,30,23,23.33%,,,,
Kuala Lumpur,Malaysia,APAC,10/12/2016,Oven,Harold Lunn,500,495,1.00%,,,,
Osaka,Japan,APAC,10/11/2017,Dishwasher,Colin Patel,500,480,4.00%,,,,
Prague,Czech Republic,EMEA,3/20/2015,Refrigerator,Nick Denny,1000,930,7.00%,,,,
Athens,Greece,EMEA,7/17/2015,Ceiling fan,Richard Perrott,150,110,26.67%,,,,
San Fransisco,USA,Americas,5/5/2014,Refrigerator,James Stephen,1000,910,9.00%,,,,
Tel Aviv,Israel,EMEA,4/8/2016,Coffee grinder,Richard McGrath,70,69,1.43%,,,,
Moscow,Russia,EMEA,1/7/2015,Air conditioner,Diane Batty,700,665,5.00%,,,,
Riyadh,Saudi Arabia,EMEA,9/13/2018,Ceiling fan,David Adams,150,143,4.67%,,,,
Osaka,Japan,APAC,3/25/2016,Air conditioner,April Childs,700,672,4.00%,,,,
Kansas City,USA,Americas,5/14/2015,Toaster,Nicola Wright,50,45,10.00%,,,,
Bucharest,Romania,EMEA,3/31/2016,Coffee grinder,Geoffrey Shiner,70,67,4.29%,,,,
Delhi,India,APAC,1/10/2015,Blender,Geoffrey Patel,50,38,24.00%,,,,
Tijuana,Mexico,Americas,10/11/2015,Oven,Richard Allnutt,500,495,1.00%,,,,
Mexico City,Mexico,Americas,4/19/2018,Blender,Paul Smith,50,43,14.00%,,,,
Capetown,South Africa,EMEA,6/29/2018,Refrigerator,Stuart Anderson,1000,930,7.00%,,,,
Los Angeles,USA,Americas,3/17/2018,Oven,Ron Goodman,500,490,2.00%,,,,
Guangzhou,China,APAC,1/1/2018,Air conditioner,Abdul Amos,700,658,6.00%,,,,
Kuala Lumpur,Malaysia,APAC,4/20/2017,Toaster,Anthony Green,50,47,6.00%,,,,
Lima,Peru,Americas,5/26/2016,Vacuum Cleaner,Jacqueline Swaine,250,220,12.00%,,,,
Ho Chi Minh City,Vietnam,APAC,3/12/2017,Refrigerator,Susan Dixon,1000,520,48.00%,,,,
Riyadh,Saudi Arabia,EMEA,5/28/2014,Refrigerator,Danny Brooks,1000,980,2.00%,,,,
Sydney,Australia,APAC,7/4/2018,Oven,James Ricketts,500,495,1.00%,,,,
Sydney,Australia,APAC,6/16/2014,Air conditioner,William Martin,700,546,22.00%,,,,
Tel Aviv,Israel,EMEA,11/24/2017,Air conditioner,Maureen Reynolds,700,693,1.00%,,,,
Tokyo,Japan,APAC,2/17/2016,Toaster,Michelle Hunter,50,45,10.00%,,,,
Bangalore,India,APAC,10/11/2016,Air conditioner,Paresh Mathews,700,595,15.00%,,,,
Dubai,UAE,EMEA,9/13/2018,Iron,Rachel Clayton,30,29,3.33%,,,,
Paris,France,EMEA,2/20/2016,Iron,Philip Tubbs,30,30,0.00%,,,,
Delhi,India,APAC,1/21/2014,Iron,David Johnson,30,23,23.33%,,,,
Vienna,Austria,EMEA,7/27/2017,Microwave,Peter Thompson,80,73,8.75%,,,,
Amsterdam,Netherlands,EMEA,4/10/2015,Refrigerator,David Dorey,1000,980,2.00%,,,,
Birmingham,UK,EMEA,2/12/2017,Ceiling fan,John Whitehead,150,150,0.00%,,,,
Osaka,Japan,APAC,1/27/2015,Coffee grinder,Neil McAvoy,70,32,54.29%,,,,
Dublin,Ireland,EMEA,7/11/2017,Air conditioner,Andrew Phillips,700,700,0.00%,,,,
Capetown,South Africa,EMEA,4/28/2018,Iron,Noel Bull,30,26,13.33%,,,,
Sydney,Australia,APAC,7/27/2015,Washing Machine,James White,800,624,22.00%,,,,
Kansas City,USA,Americas,4/26/2018,Washing Machine,David Rodrigues,800,560,30.00%,,,,
Warsaw,Poland,EMEA,1/15/2018,Refrigerator,Robert Brook,1000,970,3.00%,,,,
Sao Paolo,Brazil,Americas,1/2/2015,Microwave,Zoe Munday,80,70,12.50%,,,,
Delhi,India,APAC,2/14/2018,Washing Machine,Tessa Morrow,800,480,40.00%,,,,
Birmingham,UK,EMEA,4/15/2018,Dishwasher,Robert Reed,500,455,9.00%,,,,
Tokyo,Japan,APAC,12/10/2017,Coffee grinder,Pauline Taylor,70,69,1.43%,,,,
Sydney,Australia,APAC,9/4/2017,Coffee grinder,James White,70,63,10.00%,,,,
Dublin,Ireland,EMEA,1/19/2014,Toaster,Emma Gibbons,50,38,24.00%,,,,
Paris,France,EMEA,8/8/2015,Vacuum Cleaner,Melanie Fletcher,250,200,20.00%,,,,
Osaka,Japan,APAC,4/25/2018,Coffee grinder,Colin Patel,70,69,1.43%,,,,
Tijuana,Mexico,Americas,11/30/2018,Iron,Timothy Younger,30,26,13.33%,,,,
Moscow,Russia,EMEA,5/10/2015,Iron,Rita Hill,30,30,0.00%,,,,
Prague,Czech Republic,EMEA,11/15/2015,Blender,Andrew Waddell,50,46,8.00%,,,,
Dublin,Ireland,EMEA,7/2/2016,Oven,Andrew Phillips,500,500,0.00%,,,,
Amsterdam,Netherlands,EMEA,1/6/2016,Air conditioner,Ian Christian,700,679,3.00%,,,,
Capetown,South Africa,EMEA,7/27/2016,Air conditioner,Noel Bull,700,630,10.00%,,,,
Toronto,Canada,Americas,2/27/2017,Coffee grinder,Michael Patel,70,65,7.14%,,,,
Delhi,India,APAC,12/12/2014,Oven,David Johnson,500,500,0.00%,,,,
Dubai,UAE,EMEA,10/11/2014,Vacuum Cleaner,Roy Connelly,250,200,20.00%,,,,
Berlin,Germany,EMEA,8/9/2015,Oven,David Townsend,500,490,2.00%,,,,
Buenos Aires,Argentina,Americas,3/24/2016,Iron,Abdul Heywood,30,30,0.00%,,,,
Seattle,USA,Americas,5/13/2014,Coffee grinder,Heather Donald,70,55,21.43%,,,,
Rome,Italy,EMEA,7/30/2015,Blender,Michael Toy,50,42,16.00%,,,,
Tokyo,Japan,APAC,11/4/2014,Iron,Rose Rowntree,30,26,13.33%,,,,
Madria,Spain,EMEA,5/9/2014,Coffee grinder,Barrie Murray,70,53,24.29%,,,,
Riyadh,Saudi Arabia,EMEA,2/23/2014,Oven,Danny Brooks,500,490,2.00%,,,,
Warsaw,Poland,EMEA,4/26/2016,Iron,Hin Bragg,30,26,13.33%,,,,
Kuala Lumpur,Malaysia,APAC,2/5/2015,Microwave,Stephen MacGregor,80,53,33.75%,,,,
Santiago,Chile,Americas,9/29/2018,Washing Machine,Bruce McPhee,800,616,23.00%,,,,
Toronto,Canada,Americas,4/23/2016,Vacuum Cleaner,James Hammond,250,225,10.00%,,,,
Santiago,Chile,Americas,2/1/2015,Vacuum Cleaner,Julia Hammond,250,215,14.00%,,,,
Shenzhen,China,APAC,11/2/2014,Washing Machine,Edward Jenkins,800,712,11.00%,,,,
Kansas City,USA,Americas,6/9/2018,Toaster,Robert Jenkins,50,46,8.00%,,,,
Bogota,Columbia,Americas,12/27/2015,Refrigerator,Paul Puri,1000,960,4.00%,,,,
